lyrics_string,genre_class
"Boy, I can see the way you dancing, move that body\nI know it's crazy, but I feel like you could be\nThe one that I've been chasing in my dreams\nBoy, I can see you're looking at me like you want it\nOh, usually I'm like, Whatever, but tonight\nThe way you moving got me, Where am I?\n\nIt started when I looked in her eyes\nI got close and I'm like Bailemos (hey)\nLa noche está para un reggaetón lento (ehe)\nDe esos que no se bailan hace tiempo (ooh)\nYo sólo la miré y me gustó\nMe pegué y la invité: Bailemos? (hey)\nSo now we dancing un reggaetón lento\nJust get a little closer, baby, let go\n\nExcuse me baby boy, just had to dance with you now\nSee there's nobody in here that comes close to you, no\nYour hands are on my waist, my lips you wanna taste\nCome muévete, muévete, muévete\nOur bodies on fire, with full of desire\nIf you feel what I feel, throw your hands up higher\nAnd to all the ladies around the world\nGo ahead and muévete, muévete, muévete\n\n...\n\n\n",C14
"I just need to get it off my chest\nYeah, more than you know\nYeah, more than you know\nYou should know that baby you're the best\nYeah, more than you know\nYeah, more than you know\n\nI saw it coming, from miles away\nI better speak up if I got something to say\n'Cause it ain't over, until she sings\nYou had your reasons, you had a few\nBut you knew that I would go anywhere for you\n'Cause it ain't over, until she sings\n\nI just need to get it off my chest\nYeah, more than you know\nYeah, more than you know\nYou should know that baby you're the best\nYeah, more than you know\nYeah, more than you know\n...\n\n\n",C17
"See you down, can't find your light\nIt's burned out, life has vanished from your eyes\nWhen I wind you up and let you go\nWatch you spin spin out of control\n\nLike a cartoon, fading from the page\nI'll reanimate, I'll reanimate\nIf you lose heart, I'll defibrI'llate\nI'll reanimate, I'll re, I'll reanimate\n...\n\n\n",C100007
"Kill me in the light\nAnd watch me go under\nWhy shoot again?\nWhen I'm going under\n'Cause you bring in the light\nDon't wanna surrender\nShall we begin?\nWatch me again\n\nBut don't you ever run away\nDon't you wanna stay here?\nSo my love can be your remedy\nI want you, I want you\n\nBut don't you ever run away\nDon't you wanna stay here?\nBut I'm ready for infinity\nI want you, I want you\n\nOh baby, don't you darling\nWon't you, won't you give me some\nOh baby, don't you darling\nWon't you, won't you give me some\nOh baby, don't you darling\nWon't you, won't you give me some\nOh baby, don't you darling\n...\n\n\n",C20
"Say, say, say, hey, hey, now, baby\nOh, mama, don't play now, baby\nSay, say, say, hey, hey, now, baby\nSaid let's get one thing straight now, baby\n\nTell me, tell me if you love me or not\nLove me or not, love me or not?\nI'll bet the house on you, am I lucky or not\nLucky or not, lucky or not?\nYou gotta tell me if you love me or not\nLove me or not, love me or not?\nBeen wishin' for you, am I lucky or not\nLucky or not, lucky or not?\n\nOoooh, oooh\nBeen wishin' for you\nOoh, ooh\nTryna' do what lovers do (ooh)\nOoooh, oooh\nBeen wishin' for you\nOoh, ooh\nTryna' do what lovers do (ooh)\n\nSay, say, say, hey, hey, now, baby\nYou gonna make me hit you with that lay down, baby (ohhh)\n(Ooh) Say, say, say, hey, hey, now, baby\nYou know what I need, out the gate now, baby (oh, ohhh)\n...\n\n\n",C14
"Alright\nOh, yeah\n\nI'll admit, I was wrong, what else can I say, girl?\nCan't you blame my head and not my heart?\nI was drunk, I was gone, that don't make it right, but\nPromise there were no feelings involved, mmh\n\nShe said, Boy, tell me honestly,\nwas it real or just for show? (Yeah)\nShe said, Save your apologies, baby, I just gotta know...\n\nHow long has this been goin' on?\nYou've been creepin' 'round on me while you're callin' me baby\nHow long has this been goin' on?\nYou've been actin' so shady, I've been feelin' it lately, baby\n\nOh, yeah\nOh, encore\nOh, oh\n\n...\n\n\n",C14
"I often tell myself that we could be more than just friends\nI know you think that if we move too soon give alone and\nI live in misery when you're not around\nI won't be satisfied until we taken those vows\n(more than friends)\nWhat's it gonna be, cause I can't pretend\nDon't you wanna be more than friends\nHold me tight and don't let go\nHold me tight and don't let go\nWhat's it gonna be, cause I can't pretend\nDon't you wanna be more than friends\nWhat's it gonna be, cause I can't pretend\nDon't you wanna be more than friends\nHold me tight and don't let go\nHold me tight and don't let go\n...\n\n\n",C14
"Got back before the night in\nShe's sitting for the lights\nShe sees the vision going\nCutting light after light\nSee how she looks for trouble\nSee how she dances and\nShe sips the coca cola\nShe can´t tell the difference yet\n\nThat's what you're coming for but\nThey don't wanna let you in\nYou drop your bag to the floor\nYou're asking what's happening\nIt's getting hey now hey now\nEnough for the arguments\nShe sips the coca cola\nShe can't tell the difference yet\n\nOh oh oh oh oh oh oh\nShe can't tell the difference yet\nOh oh oh oh oh oh oh\nShe can't tell the difference yet\nOh oh oh oh oh oh oh\nShe can't tell the difference yet\n\nThat's what you're coming for but\nThey don't wanna let you in\n...\n\n\n",C17
"You're saying it's hopeless, that I should hope less\nHeaven can help us, well maybe she might\nYou say it's beyond us, what is beyond us?\nLet's see and decide\nWe've been meteoric, even before this\nBurns half as always, twice as bright\nSo if it's beyond us, then it's beyond us\nLet's see and decide\n\nAnd I will still be here, stargazing\nI'll still look up, look up\nLook up for love\nI will still be here, stargazing\nI'll still look up, look up\n\nLook up for love\n\nDon't you, give up, for me\nDon't fall, don't give up, for love\nDon't you, give up, for me\n...\n\n\n",C14
"Could you believe I could be different?\nI'll be the difference, I'll lift you high\nAnd I understand your hesitation\nOur reputation, it's no surprise\n\nSo let me redefine you\nAnd you can see the tide move\nJust like tears in the eyes do\nAnd when you're feeling alone\nOh, baby, I'll be right here\nBetween the sea and silence\nSo breathe easy my dear\nYou can find sunshine in the rain\n\n...\n\n\n",C17
"The second someone mentioned you were all alone\nI could feel the trouble coursing through your veins\nNow I know, it's got a hold\n\nJust a phone call left unanswered, had me sparking up\nThese cigarettes won't stop me wondering where you are\nDon't let go, keep a hold\n\nIf you look into the distance, there's a house upon the hill\nGuiding like a lighthouse to a place where you'll be safe\nTo feel at grace 'cause we've all made mistakes\nIf you've lost your way...\n\nI will leave the light on\nI will leave the light on\nI will leave the light on\nI will leave the light on\n\n...\n\n\n",C20
"Summer ride on a beach\nAnd howl at the day\nI've been hiding out so long\nI gotta find another way\n\nLate at night I wanna see you\nWell my eyes, they begin to fade\nAm I just living in the space between\nThe beauty and the pain\nAnd the real thing\n\nNow the sky is painted\n...\n\n\n",C20
"I remember day first came in that room filled with sun rays\nWith gin-juice as intake, therefor the smiley faces\nFrom these sliding, gliding, grinding ladies\nThat vaguely had me gaping like a spaceman looks at human faces\nThen you got right, in the corner of my eyes\nGetting rendered on my retina, printed, saved inside my memory card\nWith a rhythm for my heart, more than visibly off the charts\nSo heartfelt, that i dealt, all cards i held, smart\nThough, really, guy like I, try to stay far from sacrificing\nBut that day I'd give my life to\nget a slice of those voluptuous thighs\nEasily top five I'd ever eyed\nWith an effortless granted victory, only, mostly 'cause I\nGot mesmerized, by your atlantic eyes\nWho left me stranded like poetry when I dove inside\nTo read your constellations, looking for conversation\nMainly, maybe some fornication with your mind\n\nShe took the funk out of my soul\nMy rhythm is bluesin'\nI see the moods, that you been swinging over me\nClimbing mountains we can climb together\n...\n\n\n",C18
"I'm alright today You gonna find a way to cross and you gonna get\nthere And I'm on fire today Ain't no water here to calm or even put\nme out I'll find a better way Am I\ncrazy or the wind is gonna blow me down?\nI'm gonna leave it all out there to dry I'm gonna leave it all out\nthere I'm gonna leave it all out there\nto dry up I'm gonna leave it all out there\n...\n\n\n",C21
"Put your money on me\n'Cause I can barely breathe\nPut your money on me\n\nPut your money on me\nIf you think I'm losing you, you must be crazy\nAll your money on me\nI'm never gonna let you go, even when it's easy\nPut your money on me\nGo tuck me into bed, and wake me when I'm dead\nI know that you gotta be free\nBut I'm never gonna let it go\n\nIf there was a race\nA race for your heart\nIt started before you were born\nA perfect cloud formed sky\nClouds made of ambient\nSitting on carpets in the basement of Heaven\nWe were born innocent, but it lies today\nAnd baby you can give all the money away\nBut if there's a race, a race for your heart\nIt's over, before it starts\nSinging\n\nPut your money on me\nIf you think I'm losing you, you must be crazy\nAll your money on me\nI'm never gonna let you go, even when it's easy\nPut your money on me\nGo tuck me into bed, and wake me when I'm dead\n...\n\n\n",C20
"I took the supermarket flowers from the windowsill\nI threw the day old tea from the cup\nPacked up the photo album Matthew had made\nMemories of a life that's been loved\nTook the get well soon cards and stuffed animals\nPoured the old ginger beer down the sink\nDad always told me, Don't you cry when you're down\nBut mum, there's a tear every time that I blink\n\nOh I'm in pieces, it's tearing me up, but I know\nA heart that's broke is a heart that's been loved\n\nSo I'll sing Hallelujah\n...\n\n\n",C14
"Right this way\nThe room's full to burst\nWhatever you say\nGotta quench that thirst\n\nI've got a little secret for you\nIt's in a magazine\nYou've got an urge to keep safe\nBeen now stay clean, yeah\n\nNow talk the loudest with a clenched fist\nTop of a helix, gag a witness\nIt takes a fat lip to run a tight ship\nJust talk the loudest with a clenched fist\n\nWash your winning smile\n...\n\n\n",C20
"Park hill romance\nWe got the love\nBut they put out the fire\nPark hill romance\nCoz they expect us\nTo walk on the wire\nPark hill romance\nWe got the love\nBut they put out the fire\nPark hill romance\nCoz they expect us\nTo walk on the wire\n\nA kid lifts up a spray can\nAnd never thought it would be famous\nWhat he did\nTurned the mess into a dreamland\nWith a quirky act of romance\n\nA version of Romeo and Juliet\nThis time with adidas, sneakers and cigarettes\nA couple of kids trying to cut down the safety net\nThey twisted the story\nSo they could bring glory to it\n\nI love ya\nWill you marry me?\nOh what a shame we gotta pay for reality\nAin't it sad, sad, sad\n\n...\n\n\n",C20
"I got, I got, I got, I got\nLoyalty, got royalty inside my DNA\nCocaine quarter piece, got war and peace inside my DNA\nI got power, poison, pain and joy inside my DNA\nI got hustle though, ambition, flow inside my DNA\nI was born like this, since one like this, immaculate conception\nI transform like this, perform like this, was Yeshua new weapon\nI don't contemplate, I meditate, then off your fucking head\nThis that put-the-kids-to-bed\nThis that I got, I got, I got, I got\nRealness, I just kill shit ’cause it's in my DNA\nI got millions, I got riches buildin' in my DNA\nI got dark, I got evil, that rot inside my DNA\nI got off, I got troublesome heart inside my DNA\nI just win again, then win again like Wimbledon, I serve\nYeah, that’s him again, the sound that engine in is like a bird\nYou see fireworks and Corvette tire skrrt the boulevard\nI know how you work, I know just who you are\nSee, you's a, you's a, you's a\nBitch, your hormones prolly switch inside your DNA\nProblem is, all that sucker shit inside your DNA\nDaddy prolly snitched, heritage inside your DNA\nBackbone don't exist, born outside a jellyfish, I gauge\nSee, my pedigree most definitely don't tolerate the front\nShit I've been through prolly offend you, this is Paula's oldest son\nI know murder, conviction, burners, boosters\nBurglars, ballers, dead, redemption\nScholars, fathers dead with kids and\nI wish I was fed forgiveness\n...\n\n\n",C18
